Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
70,"J Díaz-Morales","Procrastinación: una revisión de su medida y sus correlatos",2019,"… de Diagnóstico y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/journal/4596/459661106005/459661106005.pdf","https://scholar.google.com/scholar?cites=16064554074226585456&as_sdt=2005&sciodt=2007&hl=en",302,"2022-08-23 11:14:09","PDF","","","",,,,,70,23.33,70,1,3,"La procrastinación consiste en la tendencia generalizada a aplazar el inicio y/o finalización de tareas planificadas para ser realizadas en un tiempo determinado. Tal tendencia a la …","https://www.redalyc.org/journal/4596/459661106005/459661106005.pdf","https://scholar.google.com/scholar?q=related:cG9UHdHC8N4J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
69,"R Primi","Psicometria: fundamentos matemáticos da Teoria Clássica dos Testes",2012,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027501015.pdf","https://scholar.google.com/scholar?cites=3440569323666236096&as_sdt=2005&sciodt=2007&hl=en",18,"2022-08-23 11:14:09","PDF","","","",,,,,69,6.90,69,1,10,"Este artigo revisita textos clássicos em psicometria e apresenta os fundamentos matemáticos da Teoria Clássica dos Testes. Aborda o modelo matemático da análise …","https://www.redalyc.org/pdf/3350/335027501015.pdf","https://scholar.google.com/scholar?q=related:wGI7KpJbvy8J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
69,"MF Liporace, MM Casullo","Validación factorial de una escala para evaluar riesgo suicida",2006,"… y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645448002.pdf","https://scholar.google.com/scholar?cites=9280587293969874037&as_sdt=2005&sciodt=2007&hl=en",340,"2022-08-23 11:14:09","PDF","","","",,,,,69,4.31,35,2,16,"Se presentan resultados de un estudio psicométrico efectuado sobre el Inventario de Orientación Suicida-ISO–30 (King & Kowalchuk, 1994), administrado a 642 adolescentes …","https://www.redalyc.org/pdf/4596/459645448002.pdf","https://scholar.google.com/scholar?q=related:dfwTJPlEy4AJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
69,"MC Canavarro, AI Pereira","A percepção dos filhos sobre os estilos educativos parentais: A versão portuguesa do EMBU-C",2007,"… y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645447010.pdf","https://scholar.google.com/scholar?cites=15695742933525182365&as_sdt=2005&sciodt=2007&hl=en",368,"2022-08-23 11:14:09","PDF","","","",,,,,69,4.60,35,2,15,"RESUMO O presente trabalho teve por objectivo o estudo das qualidades psicométricas da versão portuguesa do EMBU-Crianças (EMBU-C). Este instrumento de avaliação …","https://www.redalyc.org/pdf/4596/459645447010.pdf","https://scholar.google.com/scholar?q=related:nbed1gl70tkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
68,"RAM Ambiel","Construção da escala de motivos para evasão do ensino superior",2015,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335042985006.pdf","https://scholar.google.com/scholar?cites=9095151308522723535&as_sdt=2005&sciodt=2007&hl=en",14,"2022-08-23 11:14:09","PDF","","","",,,,,68,9.71,68,1,7,"RESUMO O objetivo deste estudo é relatar a construção dos itens e validação da estrutura interna da Escala de Motivos para Evasão do Ensino Superior. A formulação dos itens …","https://www.redalyc.org/pdf/3350/335042985006.pdf","https://scholar.google.com/scholar?q=related:zxjtSu13OH4J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
68,"GR de Jesús, JA Laros","Eficácia escolar: regressão multinível com dados de avaliação em larga escala",2004,"Avaliação Psicológica: Interamerican …","dialnet.unirioja.es","https://dialnet.unirioja.es/descarga/articulo/6674809.pdf","https://scholar.google.com/scholar?cites=17968336685109432635&as_sdt=2005&sciodt=2007&hl=en",479,"2022-08-23 11:14:09","PDF","","","",,,,,68,3.78,34,2,18,"O objetivo deste artigo é elaborar um modelo explicativo do desempenho acadêmico de alunos da 8ª série. A análise realizada considerou a estrutura hierárquica dos dados do …","https://dialnet.unirioja.es/descarga/articulo/6674809.pdf","https://scholar.google.com/scholar?q=related:O1GRyANbXPkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
67,"JM de Andrade, JA Laros, VV Gouveia","O uso da teoria de resposta ao item em avaliações educacionais: diretrizes para pesquisadores",2010,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027284009.pdf","https://scholar.google.com/scholar?cites=6928826590041454043&as_sdt=2005&sciodt=2007&hl=en",27,"2022-08-23 11:14:09","PDF","","","",,,,,67,5.58,22,3,12,"RESUMO A Teoria de Resposta ao Item (TRI) tem sido considerada por muitos especialistas como um marco para a Psicometria moderna. A TRI é um conjunto de …","https://www.redalyc.org/pdf/3350/335027284009.pdf","https://scholar.google.com/scholar?q=related:27WzuRIjKGAJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
67,"N Argollo, OFA Bueno, B Shayer, K Godinho…","Adaptação transcultural da Bateria NEPSY-avaliação neuropsicológica do desenvolvimento: estudo-piloto",2009,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027279006.pdf","https://scholar.google.com/scholar?cites=733462464220187254&as_sdt=2005&sciodt=2007&hl=en",41,"2022-08-23 11:14:09","PDF","","","",,,,,67,5.15,13,5,13,"RESUMO O NEPSY é uma bateria neuropsicológica de 27 subtestes para crianças de 3 a 12 anos de idade. Este estudo é a primeira etapa de adaptação do NEPSY para crianças …","https://www.redalyc.org/pdf/3350/335027279006.pdf","https://scholar.google.com/scholar?q=related:dkrtoznILQoJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
67,"R Primi, CA Bighetti, AH Munhoz…","Personalidade, interesses e habilidades: um estudo correlacional da BPR-5, LIP e do 16PF",2002,"… Psicológica …","dialnet.unirioja.es","https://dialnet.unirioja.es/servlet/articulo?codigo=5115851","https://scholar.google.com/scholar?cites=8639686264270006718&as_sdt=2005&sciodt=2007&hl=en",649,"2022-08-23 11:14:09","","","","",,,,,67,3.35,17,4,20,"Este estudo explorou as correlações entre habilidades, interesses e traços de personalidade investigada em um grupo de 60 adolescentes que freqüentaram um …","https://dialnet.unirioja.es/descarga/articulo/5115851.pdf","https://scholar.google.com/scholar?q=related:vqmi4OFU5ncJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
66,"AM Saur, SR Pasian","Satisfação com a imagem corporal em adultos de diferentes pesos corporais",2008,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027184011.pdf","https://scholar.google.com/scholar?cites=5916143481862202141&as_sdt=2005&sciodt=2007&hl=en",31,"2022-08-23 11:14:09","PDF","","","",,,,,66,4.71,33,2,14,"No intuito de estudar a imagem corporal de adultos no contexto sócio-cultural contemporâneo, fortemente influenciada por ideais de magreza, este trabalho investigou o …","https://www.redalyc.org/pdf/3350/335027184011.pdf","https://scholar.google.com/scholar?q=related:HaOj1CZdGlIJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
66,"A Ordóñez, R González, C Martorell…","Estudio confirmatorio del Cuestionario de Conducta Prosocial (CCP) y su relación con variables de personalidad y socialización",2011,"… -e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645440003.pdf","https://scholar.google.com/scholar?cites=9910892715942754319&as_sdt=2005&sciodt=2007&hl=en",347,"2022-08-23 11:14:09","PDF","","","",,,,,66,6.00,17,4,11,"La conducta prosocial es definida como “conducta social positiva”, implicando conductas de ayuda, cooperación, intercambio y cumplimiento de normas sociales. Se relaciona con el …","https://www.redalyc.org/pdf/4596/459645440003.pdf","https://scholar.google.com/scholar?q=related:DzjGPGqQiokJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
66,"C Martorell, R González, ANA Ordóñez…","Estudio confirmatorio del cuestionario de conducta antisocial (CCA) y su relación con variables de personalidad y conducta antisocial",2011,"… -e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645439006.pdf","https://scholar.google.com/scholar?cites=7222667338218177861&as_sdt=2005&sciodt=2007&hl=en",352,"2022-08-23 11:14:09","PDF","","","",,,,,66,6.00,17,4,11,"La conducta antisocial comprende todo comportamiento que quebranta normas e intereses sociales, siendo una acción dañina para los demás. La adolescencia constituye una etapa …","https://www.redalyc.org/pdf/4596/459645439006.pdf","https://scholar.google.com/scholar?q=related:RYVPQa0RPGQJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
63,"R Ledesma, F Poó, R Peltzer","Búsqueda impulsiva de sensaciones y comportamiento de riesgo en la conducción",2007,"Avaliação psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027182010.pdf","https://scholar.google.com/scholar?cites=4906685173684628475&as_sdt=2005&sciodt=2007&hl=en",35,"2022-08-23 11:14:09","PDF","","","",,,,,63,4.20,21,3,15,"Este trabajo analiza la relación entre el rasgo Búsqueda Impulsiva Sensaciones (ImpSS) y los comportamientos de riesgo durante la conducción. Se trabaja con una muestra no …","https://www.redalyc.org/pdf/3350/335027182010.pdf","https://scholar.google.com/scholar?q=related:--slMisMGEQJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
62,"MF Liporace, NC de González, P Ongarato…","Estrategias de afrontamiento frente a problemas académicos en estudiantes medios y universitarios",2009,"… e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645443005.pdf","https://scholar.google.com/scholar?cites=3735372505880752410&as_sdt=2005&sciodt=2007&hl=en",376,"2022-08-23 11:14:09","PDF","","","",,,,,62,4.77,16,4,13,"Se trata de un estudio comparativo en el que se investiga la percepción que estudiantes de nivel medio y universitario tienen sobre los problemas académicos más importantes …","https://www.redalyc.org/pdf/4596/459645443005.pdf","https://scholar.google.com/scholar?q=related:GnHI1IC11jMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
61,"AM de Oliveira Fonseca, JB Porto","Validação fatorial de escala de atitudes frente a estilos de liderança",2013,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027505007.pdf","https://scholar.google.com/scholar?cites=13012923910436931880&as_sdt=2005&sciodt=2007&hl=en",24,"2022-08-23 11:14:09","PDF","","","",,,,,61,6.78,31,2,9,"Internacionalmente, los estilos de liderazgo transformacional y transaccional están entre los más estudiados en los últimos 20 anos. Se supone que sea posible prever la adopción de …","https://www.redalyc.org/pdf/3350/335027505007.pdf","https://scholar.google.com/scholar?q=related:KMnH4lkxl7QJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
61,"ACB Suehiro, AAA dos Santos","O Bender e as dificuldades de aprendizagem: estudo de validade",2005,"Avaliação psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027178004.pdf","https://scholar.google.com/scholar?cites=5829184145325736912&as_sdt=2005&sciodt=2007&hl=en",53,"2022-08-23 11:14:09","PDF","","","",,,,,61,3.59,31,2,17,"Este estudo teve por objetivos buscar evidência de validade de critério para o Bender-Sistema de Pontuação Gradual (B-SPG) pela comparação de grupos divididos por …","https://www.redalyc.org/pdf/3350/335027178004.pdf","https://scholar.google.com/scholar?q=related:0MN6iBhs5VAJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
61,"B Mesurado","Validez Factorial y Fiabilidad del Cuestionario de Experiencia Óptima (Flow) para niños y adolescentes",2008,"… de Diagnóstico y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645445009.pdf","https://scholar.google.com/scholar?cites=3750742415352992409&as_sdt=2005&sciodt=2007&hl=en",385,"2022-08-23 11:14:09","PDF","","","",,,,,61,4.36,61,1,14,"El propósito del presente trabajo es presentar un cuestionario en español que proporcione una evaluación de la experiencia óptima en niños y adolescentes. La experiencia óptima es …","https://www.redalyc.org/pdf/4596/459645445009.pdf","https://scholar.google.com/scholar?q=related:mRIbv1pQDTQJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
60,"S Garcês, M Pocinho, SN de Jesus, J Viseu","The impact of the creative environment on the creative person, process, and product",2016,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335047428006.pdf","https://scholar.google.com/scholar?cites=9072462473944078205&as_sdt=2005&sciodt=2007&hl=en",20,"2022-08-23 11:14:09","PDF","","","",,,,,60,10.00,15,4,6,"Creativity is a highly complex concept, studied through different perspectives and evaluated by numerous instruments. Despite its conceptual and methodological diversity, the Rhodes' …","https://www.redalyc.org/pdf/3350/335047428006.pdf","https://scholar.google.com/scholar?q=related:fZd_VY3c530J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
60,"EMLS de Alencar, D de Souza Fleith","Escala de práticas docentes para a criatividade na educação superior",2010,"Avaliaçao psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027281003.pdf","https://scholar.google.com/scholar?cites=8385771747691969097&as_sdt=2005&sciodt=2007&hl=en",706,"2022-08-23 11:14:09","PDF","","","",,,,,60,5.00,30,2,12,"RESUMO O objetivo deste estudo foi validar uma escala para avaliar a percepção de professores da educação superior quanto à extensão em que utilizam práticas docentes …","https://www.redalyc.org/pdf/3350/335027281003.pdf","https://scholar.google.com/scholar?q=related:SbqvjPk-YHQJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
59,"A Martínez-Pampliega, II Castillo…","Validez estructural del FACES-20Esp: Versión española de 20 ítems de la Escala de Evaluación de la Cohesión y Adaptabilidad Familiar",2010,"… -e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/4596/459645441009.pdf","https://scholar.google.com/scholar?cites=8547290875797518155&as_sdt=2005&sciodt=2007&hl=en",356,"2022-08-23 11:14:09","PDF","","","",,,,,59,4.92,20,3,12,"El presente estudio instrumental analiza las características psicométricas de la escala breve de funcionamiento familiar (FACES-20esp), la cual fue desarrollada a partir de la escala …","https://www.redalyc.org/pdf/4596/459645441009.pdf","https://scholar.google.com/scholar?q=related:SzfZG8QTnnYJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
58,"APP Noronha, LF de Carvalho, FK Miguel…","Sobre o ensino de avaliação psicológica",2010,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027281015.pdf","https://scholar.google.com/scholar?cites=2940015731365777608&as_sdt=2005&sciodt=2007&hl=en",30,"2022-08-23 11:14:09","PDF","","","",,,,,58,4.83,15,4,12,"RESUMO A formação do psicólogo e a necessidade de avanços nessa área são temas debatidos já há algum tempo. Especificamente em relação à formação em avaliação …","https://www.redalyc.org/pdf/3350/335027281015.pdf","https://scholar.google.com/scholar?q=related:yBAeFrsIzSgJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
58,"MC Ferreira, AP Correa, H de Araujo Fernandes…","Desenvolvimento e validação de uma escala de afetos no trabalho (ESAFE)",2008,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027184005.pdf","https://scholar.google.com/scholar?cites=3225117654682627867&as_sdt=2005&sciodt=2007&hl=en",34,"2022-08-23 11:14:09","PDF","","","",,,,,58,4.14,15,4,14,"RESUMO O estudo teve como objetivo desenvolver e validar uma escala para avaliação dos afetos dirigidos ao contexto do trabalho. A amostra foi composta por 293 trabalhadores …","https://www.redalyc.org/pdf/3350/335027184005.pdf","https://scholar.google.com/scholar?q=related:G-8yZmvrwSwJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
57,"MN Baptista, PR Morais, T de Rodrigues…","Correlação entre sintomatologia depressiva e prática de atividades sociais em idosos",2006,"Avaliação …","redalyc.org","https://www.redalyc.org/pdf/3350/335027179009.pdf","https://scholar.google.com/scholar?cites=3355415871309534747&as_sdt=2005&sciodt=2007&hl=en",948,"2022-08-23 11:14:09","PDF","","","",,,,,57,3.56,14,4,16,"RESUMO O envelhecimento da população é um fenômeno que vem preocupando as autoridades públicas, já que diversas modificações no sistema de saúde/social devem ser …","https://www.redalyc.org/pdf/3350/335027179009.pdf","https://scholar.google.com/scholar?q=related:G9YcC_XUkC4J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
